# SR DATA LONG FORMAT FILE
# Generated from return table and spawner files
# NOTE: total recruit calculations use ages 3-6. For last brood years of Bristol Bay stocks total recruits and age comp are incorrect. Need to fix/exclude.
System,River,BroodYear,Total_Spawners_BroodYear,Total_Recruits,TotRecPerTotSpn
Bristol Bay,Egegik,2006,1465158,3562423.573860006,2.4314262174181938
Bristol Bay,Egegik,2007,1430000,6422265.831630955,4.491094987154514
Bristol Bay,Egegik,2008,1260000,3831435.6541694887,3.0408219477535625
Bristol Bay,Egegik,2009,1150000,4507820.607823,3.919844006802609
Bristol Bay,Egegik,2010,927000,9898473.668946005,10.6779651229191
Bristol Bay,Egegik,2011,961200,9343849.15305,9.72102491994382
Bristol Bay,Egegik,2012,1230000,9569532.55438,7.780107767788618
Bristol Bay,Egegik,2013,1110000,6020572.10998543,5.4239388378247115
Bristol Bay,Egegik,2014,1380000,5818459.293878005,4.2162748506362355
Bristol Bay,Egegik,2015,2160792,25468839.21647187,11.786807437491378
Bristol Bay,Egegik,2016,1837260,5211945.807280051,2.8368036136856247
Bristol Bay,Egegik,2017,2600982,22739225.41212916,8.742553932372143
Bristol Bay,Egegik,2018,1608354,14330885.458414461,8.910280608879924
Bristol Bay,Egegik,2019,2340000,1692489.4883441099,0.7232861061299615
Bristol Bay,Egegik,2020,2389728,2834203.14554204,1.185994031765138
Bristol Bay,Egegik,2021,1832196,20734.538951019997,0.011316769030725968
Bristol Bay,Egegik,2022,1786152,NA,NA
Bristol Bay,Egegik,2023,1562700,NA,NA
Bristol Bay,Egegik,2024,1114008,NA,NA
Bristol Bay,Igushik,1948,NA,NA,NA
Bristol Bay,Igushik,1949,NA,NA,NA
Bristol Bay,Igushik,1950,NA,NA,NA
Bristol Bay,Igushik,1951,NA,NA,NA
Bristol Bay,Igushik,1952,NA,NA,NA
Bristol Bay,Igushik,1953,NA,NA,NA
Bristol Bay,Igushik,1954,NA,NA,NA
Bristol Bay,Igushik,1955,NA,NA,NA
Bristol Bay,Igushik,1956,NA,NA,NA
Bristol Bay,Igushik,1957,NA,9213.010555,NA
Bristol Bay,Igushik,1958,NA,64847.179579999996,NA
Bristol Bay,Igushik,1959,NA,227626.19034007174,NA
Bristol Bay,Igushik,1960,NA,324150.2591051024,NA
Bristol Bay,Igushik,1961,NA,300742.62237807066,NA
Bristol Bay,Igushik,1962,NA,229117.4490730041,NA
Bristol Bay,Igushik,1963,92184,368205.12205820135,3.9942411053783884
Bristol Bay,Igushik,1964,128532,583059.5001988,4.536298355264059
Bristol Bay,Igushik,1965,180840,810919.5276458135,4.48418230284126
Bristol Bay,Igushik,1966,206360,301032.70970751275,1.4587745188384995
Bristol Bay,Igushik,1967,281772,125744.84938521785,0.44626453084485984
Bristol Bay,Igushik,1968,194508,158922.71923522,0.8170497832234149
Bristol Bay,Igushik,1969,512328,476722.22688993,0.9305019965528529
Bristol Bay,Igushik,1970,370920,287423.39702650084,0.7748932304176125
Bristol Bay,Igushik,1971,210960,259415.09335380144,1.2296885350483573
Bristol Bay,Igushik,1972,60018,232049.46750178683,3.8663312256620816
Bristol Bay,Igushik,1973,59508,451999.76652150444,7.59561347249957
Bristol Bay,Igushik,1974,358752,1267129.88816895,3.5320496838176516
Bristol Bay,Igushik,1975,241086,2810903.350316703,11.65933878498421
Bristol Bay,Igushik,1976,186120,1354470.286753007,7.277403217026687
Bristol Bay,Igushik,1977,95970,830426.1578439041,8.65297653270714
Bristol Bay,Igushik,1978,536154,562274.9215934317,1.0487190650324938
Bristol Bay,Igushik,1979,859560,896475.795555406,1.0429473167148378
Bristol Bay,Igushik,1980,1987530,443803.1667500046,0.22329382034485243
Bristol Bay,Igushik,1981,591144,838645.2455140044,1.4186818195126811
Bristol Bay,Igushik,1982,423768,346608.0386611344,0.8179193300606331
Bristol Bay,Igushik,1983,180438,391104.4023609109,2.1675279174060393
Bristol Bay,Igushik,1984,184872,521273.4534064019,2.819645232411625
Bristol Bay,Igushik,1985,212454,1138141.9118840017,5.357121597541123
Bristol Bay,Igushik,1986,307728,1700596.5877190002,5.5262978595350445
Bristol Bay,Igushik,1987,169236,445514.6701550012,2.632505318933331
Bristol Bay,Igushik,1988,170454,614897.817731833,3.6074120744120584
Bristol Bay,Igushik,1989,462000,991783.6826438012,2.1467179278004354
Bristol Bay,Igushik,1990,366000,1229497.552868911,3.3592829313358226
Bristol Bay,Igushik,1991,756000,983938.7926184018,1.3015063394423305
Bristol Bay,Igushik,1992,304920,139561.23869290214,0.4576978836839241
Bristol Bay,Igushik,1993,406000,358174.4187940031,0.8822030019556726
Bristol Bay,Igushik,1994,445920,659952.7340100013,1.4799801175322957
Bristol Bay,Igushik,1995,473000,1278256.1538160013,2.702444299822413
Bristol Bay,Igushik,1996,401000,886363.1061692,2.2103818108957607
Bristol Bay,Igushik,1997,127704,99344.94408100001,0.7779313418608658
Bristol Bay,Igushik,1998,215904,536354.1544750017,2.484225185614911
Bristol Bay,Igushik,1999,446000,362489.53761536116,0.8127568107967739
Bristol Bay,Igushik,2000,413000,767785.541564001,1.8590448948280895
Bristol Bay,Igushik,2001,409596,490103.45075770176,1.1965533129173669
Bristol Bay,Igushik,2002,123156,495205.0082880029,4.020957227321469
Bristol Bay,Igushik,2003,194088,2088078.2644321052,10.75840991937732
Bristol Bay,Igushik,2004,109650,1835420.362145003,16.738899791564094
Bristol Bay,Igushik,2005,366000,1579838.180778704,4.316497761690448
Bristol Bay,Igushik,2006,305268,1005266.3720840011,3.2930617427440843
Bristol Bay,Igushik,2007,415452,608648.359837103,1.4650269100572462
Bristol Bay,Igushik,2008,1050000,663845.7197641183,0.6322340188229698
Bristol Bay,Igushik,2009,514188,942097.3008340041,1.8322039814892686
Bristol Bay,Igushik,2010,518040,1714570.3629454037,3.309725818364226
Bristol Bay,Igushik,2011,421380,1985101.227359304,4.710952649293521
Bristol Bay,Igushik,2012,193326,686078.8056392046,3.5488180877854223
Bristol Bay,Igushik,2013,387000,2092761.887107901,5.407653455059176
Bristol Bay,Igushik,2014,341000,1857204.2753315715,5.446346848479681
Bristol Bay,Igushik,2015,651000,953949.5348271437,1.46536026855168
Bristol Bay,Igushik,2016,469000,1510466.44930816,3.2206107661154797
Bristol Bay,Igushik,2017,578700,3355919.24959018,5.799065577311525
Bristol Bay,Igushik,2018,771000,1723576.118373758,2.235507287125497
Bristol Bay,Igushik,2019,256074,729036.39918628,2.846975480471582
Bristol Bay,Igushik,2020,323814,1132855.6840534299,3.498476545342171
Bristol Bay,Igushik,2021,878952,2390.5981310099996,0.0027198278529544273
Bristol Bay,Igushik,2022,378768,NA,NA
Bristol Bay,Igushik,2023,542496,NA,NA
Bristol Bay,Igushik,2024,692616,NA,NA
Bristol Bay,Kvichak,1948,NA,NA,NA
Bristol Bay,Kvichak,1949,NA,NA,NA
Bristol Bay,Kvichak,1950,NA,NA,NA
Bristol Bay,Kvichak,1951,NA,NA,NA
Bristol Bay,Kvichak,1952,NA,NA,NA
Bristol Bay,Kvichak,1953,NA,NA,NA
Bristol Bay,Kvichak,1954,NA,NA,NA
Bristol Bay,Kvichak,1955,NA,NA,NA
Bristol Bay,Kvichak,1956,NA,NA,NA
Bristol Bay,Kvichak,1957,NA,205074.0764020012,NA
Bristol Bay,Kvichak,1958,NA,237968.380806349,NA
Bristol Bay,Kvichak,1959,NA,453640.9415246025,NA
Bristol Bay,Kvichak,1960,NA,56407643.702723,NA
Bristol Bay,Kvichak,1961,NA,3578623.810108031,NA
Bristol Bay,Kvichak,1962,NA,5506891.779807014,NA
Bristol Bay,Kvichak,1963,338760,1374314.163097523,4.056896218849696
Bristol Bay,Kvichak,1964,957120,5762447.014769005,6.020610806136122
Bristol Bay,Kvichak,1965,24325926,45820688.667097025,1.8836153931857322
Bristol Bay,Kvichak,1966,3755185,6520939.700340018,1.7365162303162207
Bristol Bay,Kvichak,1967,3216208,1784047.9703938025,0.5547054078572662
Bristol Bay,Kvichak,1968,2557440,633378.5376230032,0.24766115241139705
Bristol Bay,Kvichak,1969,8394204,5513626.379680746,0.6568373105634252
Bristol Bay,Kvichak,1970,13935306,15363296.490846112,1.1024728478044266
Bristol Bay,Kvichak,1971,2387392,2036285.1271740051,0.8529328770365341
Bristol Bay,Kvichak,1972,1009962,3248671.17682002,3.216627137278452
Bristol Bay,Kvichak,1973,226554,2203241.200746036,9.725015672846368
Bristol Bay,Kvichak,1974,4433844,25784407.29628151,5.815361861238579
Bristol Bay,Kvichak,1975,13140450,37439011.06390127,2.8491422336298426
Bristol Bay,Kvichak,1976,1965282,10716322.988551008,5.452816943599447
Bristol Bay,Kvichak,1977,1341144,3089502.384108011,2.3036321111737523
Bristol Bay,Kvichak,1978,4149288,5053270.697421019,1.2178645342094883
Bristol Bay,Kvichak,1979,11218434,43049769.84660702,3.837413479154668
Bristol Bay,Kvichak,1980,22505268,12597312.72954501,0.5597495097390092
Bristol Bay,Kvichak,1981,1754358,2048788.6325290115,1.16782813572202
Bristol Bay,Kvichak,1982,1134840,1509245.5810648107,1.3299192670903481
Bristol Bay,Kvichak,1983,3569982,13767360.917870112,3.856423062600907
Bristol Bay,Kvichak,1984,10490670,23287184.539147034,2.2197995494231573
Bristol Bay,Kvichak,1985,7211046,18304271.41695,2.5383656430634334
Bristol Bay,Kvichak,1986,1179322,4114460.428018414,3.488835473279065
Bristol Bay,Kvichak,1987,6065880,11648130.475317005,1.9202705090303476
Bristol Bay,Kvichak,1988,4065216,9205714.470131906,2.2645080778320033
Bristol Bay,Kvichak,1989,8317500,24800932.664567005,2.9817772966116025
Bristol Bay,Kvichak,1990,6970020,26297541.747346018,3.7729506869917184
Bristol Bay,Kvichak,1991,4222788,4637249.7033567615,1.0981488304306921
Bristol Bay,Kvichak,1992,4725864,1875602.784026942,0.3968803977488438
Bristol Bay,Kvichak,1993,4025166,3130469.7595186997,0.7777243868994967
Bristol Bay,Kvichak,1994,8355936,7302962.424702865,0.8739849640666066
Bristol Bay,Kvichak,1995,10038720,10635266.763205634,1.0594245843300376
Bristol Bay,Kvichak,1996,1450000,2260537.24673705,1.5589912046462413
Bristol Bay,Kvichak,1997,1500000,816118.9186444313,0.5440792790962875
Bristol Bay,Kvichak,1998,2296074,1254499.8751381938,0.5463673536385124
Bristol Bay,Kvichak,1999,6196914,7378713.57596007,1.1907077580808882
Bristol Bay,Kvichak,2000,1827780,4261674.613460934,2.331612455252237
Bristol Bay,Kvichak,2001,1095348,4421264.702900424,4.036401858496499
Bristol Bay,Kvichak,2002,703884,3881254.320673007,5.514053907565745
Bristol Bay,Kvichak,2003,1690000,4966630.406087009,2.9388345598147985
Bristol Bay,Kvichak,2004,5500134,10919651.859300025,1.9853428769735473
Bristol Bay,Kvichak,2005,2320332,9581681.98483801,4.129444400559063
Bristol Bay,Kvichak,2006,3068226,8314960.036196909,2.710022024517395
Bristol Bay,Kvichak,2007,2810208,12783778.342885032,4.549050583759292
Bristol Bay,Kvichak,2008,2757912,6579393.173925022,2.385642897208113
Bristol Bay,Kvichak,2009,2270000,12895286.836833,5.680743099926432
Bristol Bay,Kvichak,2010,4207410,25777813.626385506,6.126765308440468
Bristol Bay,Kvichak,2011,2260000,8129624.930482101,3.5971791727796907
Bristol Bay,Kvichak,2012,4164444,11800934.318401,2.833735864475786
Bristol Bay,Kvichak,2013,2090000,6591646.782899001,3.1538979822483255
Bristol Bay,Kvichak,2014,4460000,6661126.076654005,1.4935260261556065
Bristol Bay,Kvichak,2015,7348572,13183329.226763401,1.793998783268831
Bristol Bay,Kvichak,2016,4462728,5312122.767258945,1.1903308396252124
Bristol Bay,Kvichak,2017,3163404,14774893.26343455,4.670567927281672
Bristol Bay,Kvichak,2018,4398708,12715432.17305099,2.8907197688619
Bristol Bay,Kvichak,2019,2371242,3172550.63992314,1.3379278200719875
Bristol Bay,Kvichak,2020,4030000,9950474.742076905,2.469100432277148
Bristol Bay,Kvichak,2021,4703520,3.38805e-4,7.203222267578324e-11
Bristol Bay,Kvichak,2022,4224882,NA,NA
Bristol Bay,Kvichak,2023,3751686,NA,NA
Bristol Bay,Kvichak,2024,6644490,NA,NA
Bristol Bay,Naknek,1948,NA,NA,NA
Bristol Bay,Naknek,1949,NA,NA,NA
Bristol Bay,Naknek,1950,NA,NA,NA
Bristol Bay,Naknek,1951,NA,NA,NA
Bristol Bay,Naknek,1952,NA,NA,NA
Bristol Bay,Naknek,1953,NA,NA,NA
Bristol Bay,Naknek,1954,NA,NA,NA
Bristol Bay,Naknek,1955,NA,NA,NA
Bristol Bay,Naknek,1956,NA,NA,NA
Bristol Bay,Naknek,1957,NA,564421.5416748,NA
Bristol Bay,Naknek,1958,NA,840331.7444709301,NA
Bristol Bay,Naknek,1959,NA,1524713.642411013,NA
Bristol Bay,Naknek,1960,NA,3358709.726643403,NA
Bristol Bay,Naknek,1961,NA,2148446.43228404,NA
Bristol Bay,Naknek,1962,NA,1106335.4807642018,NA
Bristol Bay,Naknek,1963,905358,1706836.103886005,1.8852609728814513
Bristol Bay,Naknek,1964,1349604,2223530.8197307023,1.6475431457899519
Bristol Bay,Naknek,1965,717798,2654768.450220034,3.698489617162536
Bristol Bay,Naknek,1966,1016445,4205103.843437013,4.13706973169922
Bristol Bay,Naknek,1967,755640,1551711.8969461557,2.0535068246071617
Bristol Bay,Naknek,1968,1023222,638312.0946013083,0.6238256161432303
Bristol Bay,Naknek,1969,1331202,2137344.501148239,1.6055748873185578
Bristol Bay,Naknek,1970,732502,2533579.2283473,3.4588017894112237
Bristol Bay,Naknek,1971,935754,4316080.3914469,4.612409235169606
Bristol Bay,Naknek,1972,586518,1708870.9336420025,2.913586511653526
Bristol Bay,Naknek,1973,356676,2742668.6608827203,7.689523996239501
Bristol Bay,Naknek,1974,1241058,2642513.1655189036,2.129242279989254
Bristol Bay,Naknek,1975,2026686,5190961.734387023,2.5613053696463206
Bristol Bay,Naknek,1976,1320750,8978110.918167388,6.797736829958272
Bristol Bay,Naknek,1977,1085856,3718172.2548161666,3.4241853936582443
Bristol Bay,Naknek,1978,813378,2788295.3688454027,3.4280437494564677
Bristol Bay,Naknek,1979,925362,3963588.679992009,4.283284465962519
Bristol Bay,Naknek,1980,2644698,4928974.134160306,1.8637190840543254
Bristol Bay,Naknek,1981,1796220,4699370.0582200065,2.6162552795425986
Bristol Bay,Naknek,1982,1155552,1840909.3361050067,1.5930995196278548
Bristol Bay,Naknek,1983,888294,1482525.7437080112,1.668958412088803
Bristol Bay,Naknek,1984,1242474,4488330.361736218,3.612413911064713
Bristol Bay,Naknek,1985,1849938,7217736.161935006,3.9016097631028748
Bristol Bay,Naknek,1986,1977645,12702146.146543013,6.422864642816589
Bristol Bay,Naknek,1987,1061806,5522411.99444101,5.200961375657145
Bristol Bay,Naknek,1988,1037862,3022540.6007500133,2.912276006588557
Bristol Bay,Naknek,1989,1161984,3133263.1160780205,2.696476987702086
Bristol Bay,Naknek,1990,2092578,3981462.747870019,1.902659183012542
Bristol Bay,Naknek,1991,3578508,4627780.9172210805,1.2932151939358751
Bristol Bay,Naknek,1992,1606650,1481552.806232806,0.9221378683800492
Bristol Bay,Naknek,1993,1535658,2704804.1390845496,1.7613323663762046
Bristol Bay,Naknek,1994,990810,2393479.6321982043,2.4156797289068583
Bristol Bay,Naknek,1995,1111140,5924173.934147302,5.331617918666686
Bristol Bay,Naknek,1996,1078098,6470325.4576848,6.001611595313969
Bristol Bay,Naknek,1997,1025664,3455406.271622001,3.368945650448881
Bristol Bay,Naknek,1998,1202172,3869576.7697340036,3.218821241664257
Bristol Bay,Naknek,1999,1625364,3760262.9592199028,2.3134897531998386
Bristol Bay,Naknek,2000,1375488,9024558.271559604,6.5609865528158755
Bristol Bay,Naknek,2001,1830000,4629993.992707105,2.5300513621350302
Bristol Bay,Naknek,2002,1263918,5758489.323636006,4.5560624373068555
Bristol Bay,Naknek,2003,1831170,12393925.542550007,6.768309628570808
Bristol Bay,Naknek,2004,1939674,4302577.771720006,2.2181963421275976
Bristol Bay,Naknek,2005,2744622,5379862.9884300055,1.9601471490172437
Bristol Bay,Naknek,2006,1953228,4904839.551503805,2.511145422604942
Bristol Bay,Naknek,2007,2945304,4635004.144576008,1.5736929514155444
Bristol Bay,Naknek,2008,2472690,3267803.35678081,1.3215580427715605
Bristol Bay,Naknek,2009,1169466,1913597.141964132,1.6362999368636044
Bristol Bay,Naknek,2010,1463928,7421255.246941235,5.069412735422258
Bristol Bay,Naknek,2011,1177074,5086046.355881999,4.3209232009899115
Bristol Bay,Naknek,2012,900312,5422197.094707999,6.022575612352162
Bristol Bay,Naknek,2013,938160,6508686.781371,6.937715082044641
Bristol Bay,Naknek,2014,1474428,6502892.58230201,4.410451091746772
Bristol Bay,Naknek,2015,1920954,13143024.474172296,6.8419256651498666
Bristol Bay,Naknek,2016,1691910,5364756.240562845,3.170828377728629
Bristol Bay,Naknek,2017,1899972,8510222.72526704,4.479130600486238
Bristol Bay,Naknek,2018,2221152,7860060.15447403,3.538731322518238
Bristol Bay,Naknek,2019,2911470,2519230.22128009,0.8652777536021632
Bristol Bay,Naknek,2020,4112160,1566960.4854874301,0.38105532992087615
Bristol Bay,Naknek,2021,2796534,630.19456132,2.2534843535605147e-4
Bristol Bay,Naknek,2022,1921296,NA,NA
Bristol Bay,Naknek,2023,1156206,NA,NA
Bristol Bay,Naknek,2024,926112,NA,NA
Bristol Bay,Nushagak,1948,NA,NA,NA
Bristol Bay,Nushagak,1949,NA,NA,NA
Bristol Bay,Nushagak,1950,NA,NA,NA
Bristol Bay,Nushagak,1951,NA,NA,NA
Bristol Bay,Nushagak,1952,NA,NA,NA
Bristol Bay,Nushagak,1953,NA,NA,NA
Bristol Bay,Nushagak,1954,NA,NA,NA
Bristol Bay,Nushagak,1955,NA,NA,NA
Bristol Bay,Nushagak,1956,NA,NA,NA
Bristol Bay,Nushagak,1957,NA,5.17e-8,NA
Bristol Bay,Nushagak,1958,NA,416859.79437001795,NA
Bristol Bay,Nushagak,1959,NA,251110.06341082,NA
Bristol Bay,Nushagak,1960,NA,554161.7065181392,NA
Bristol Bay,Nushagak,1961,NA,466172.6842281145,NA
Bristol Bay,Nushagak,1962,NA,152648.781291139,NA
